query_id,query_text,tau_method,rank,cve_id,title,score
26,authentication bypass via JWT token manipulation,hybrid,22,CVE-2005-1361,(no title),0.829715
26,authentication bypass via JWT token manipulation,hybrid,23,CVE-2019-6713,(no title),0.829186
26,authentication bypass via JWT token manipulation,hybrid,24,CVE-2007-3081,(no title),0.829105
26,authentication bypass via JWT token manipulation,hybrid,25,CVE-2015-0010,(no title),0.828303
26,authentication bypass via JWT token manipulation,taumode,1,CVE-2010-3209,(no title),0.907034
26,authentication bypass via JWT token manipulation,taumode,2,CVE-2006-2768,(no title),0.906903
26,authentication bypass via JWT token manipulation,taumode,3,CVE-2012-3469,(no title),0.905971
26,authentication bypass via JWT token manipulation,taumode,4,CVE-2006-5507,(no title),0.901940
26,authentication bypass via JWT token manipulation,taumode,5,CVE-2009-3055,(no title),0.901922
26,authentication bypass via JWT token manipulation,taumode,6,CVE-2008-5789,(no title),0.901174
26,authentication bypass via JWT token manipulation,taumode,7,CVE-2007-2609,(no title),0.900981
26,authentication bypass via JWT token manipulation,taumode,8,CVE-2011-4734,(no title),0.900871
26,authentication bypass via JWT token manipulation,taumode,9,CVE-2008-3166,(no title),0.900384
26,authentication bypass via JWT token manipulation,taumode,10,CVE-2001-1079,(no title),0.899106
26,authentication bypass via JWT token manipulation,taumode,11,CVE-2006-6295,(no title),0.898336
26,authentication bypass via JWT token manipulation,taumode,12,CVE-2007-6105,(no title),0.897870
26,authentication bypass via JWT token manipulation,taumode,13,CVE-2007-3081,(no title),0.897578
26,authentication bypass via JWT token manipulation,taumode,14,CVE-2012-5367,(no title),0.897436
26,authentication bypass via JWT token manipulation,taumode,15,CVE-2018-10642,(no title),0.897275
26,authentication bypass via JWT token manipulation,taumode,16,CVE-2009-4769,(no title),0.896224
26,authentication bypass via JWT token manipulation,taumode,17,CVE-2005-1361,(no title),0.896166
26,authentication bypass via JWT token manipulation,taumode,18,CVE-2010-2241,(no title),0.895872
26,authentication bypass via JWT token manipulation,taumode,19,CVE-2000-0663,(no title),0.895731
26,authentication bypass via JWT token manipulation,taumode,20,CVE-2012-5900,(no title),0.895194
26,authentication bypass via JWT token manipulation,taumode,21,CVE-2006-3009,(no title),0.894872
26,authentication bypass via JWT token manipulation,taumode,22,CVE-2012-3791,(no title),0.894643
26,authentication bypass via JWT token manipulation,taumode,23,CVE-2005-1205,(no title),0.894051
26,authentication bypass via JWT token manipulation,taumode,24,CVE-2010-3313,(no title),0.893728
26,authentication bypass via JWT token manipulation,taumode,25,CVE-2005-4779,(no title),0.893031
27,use-after-free vulnerability in browser rendering engine,Cosine,1,CVE-2026-24047,@backstage/cli-common has a possible `resolveSafeChildPath` Symlink Chain Bypass,0.867093
27,use-after-free vulnerability in browser rendering engine,Cosine,2,CVE-2026-24046,Backstage has a Possible Symlink Path Traversal in Scaffolder Actions,0.860195
27,use-after-free vulnerability in browser rendering engine,Cosine,3,CVE-2026-25152,@backstage/plugin-techdocs-node vulnerable to possible Path Traversal in TechDocs Local Generator,0.857887
27,use-after-free vulnerability in browser rendering engine,Cosine,4,CVE-2025-27092,Path Traversal Vulnerability in GHOSTS Photo Retrieval Endpoint,0.857657
27,use-after-free vulnerability in browser rendering engine,Cosine,5,CVE-2023-38490,Kirby XML External Entity (XXE) vulnerability in the XML data handler,0.856877
27,use-after-free vulnerability in browser rendering engine,Cosine,6,CVE-2026-33726,Cilium L7 proxy may bypass Kubernetes NetworkPolicy for same-node traffic,0.854931
27,use-after-free vulnerability in browser rendering engine,Cosine,7,CVE-2016-4948,(no title),0.853417
27,use-after-free vulnerability in browser rendering engine,Cosine,8,CVE-2026-25125,October CMS: Environment Variable Exfiltration via INI Parser Interpolation,0.853091
27,use-after-free vulnerability in browser rendering engine,Cosine,9,CVE-2025-63690,(no title),0.851685
27,use-after-free vulnerability in browser rendering engine,Cosine,10,CVE-2026-41246,Contour: Lua code injection via Cookie Path Rewrite Policy,0.851172
27,use-after-free vulnerability in browser rendering engine,Cosine,11,CVE-2025-54306,(no title),0.850729
27,use-after-free vulnerability in browser rendering engine,Cosine,12,CVE-2009-3487,(no title),0.850628
27,use-after-free vulnerability in browser rendering engine,Cosine,13,CVE-2025-8516,Kingdee Cloud-Starry-Sky Enterprise Edition IIS-K3CloudMiniApp FileUploadAction.class path traversal,0.850004
27,use-after-free vulnerability in browser rendering engine,Cosine,14,CVE-2025-69256,serverless MCP Server vulnerable to command injection in list-projects tool,0.849863
27,use-after-free vulnerability in browser rendering engine,Cosine,15,CVE-2024-55950,Tabby has a TCC Bypass via Unnecessary Permissive Entitlements in Tabby,0.849769
27,use-after-free vulnerability in browser rendering engine,Cosine,16,CVE-2007-0186,(no title),0.849313
27,use-after-free vulnerability in browser rendering engine,Cosine,17,CVE-2025-24813,Apache Tomcat: Potential RCE and/or information disclosure and/or information corruption with partial PUT,0.849294
27,use-after-free vulnerability in browser rendering engine,Cosine,18,CVE-2026-33990,Docker Model Runner OCI Registry Client Vulnerable to Server-Side Request Forgery (SSRF),0.849036
27,use-after-free vulnerability in browser rendering engine,Cosine,19,CVE-2026-26189,Trivy Action has a script injection via sourced env file in composite action,0.847607
27,use-after-free vulnerability in browser rendering engine,Cosine,20,CVE-2025-62427,Server-Side Request Forgery (SSRF) in Angular SSR,0.847495
27,use-after-free vulnerability in browser rendering engine,Cosine,21,CVE-2026-32870,Kirby has XML injection in its XML creator toolkit,0.847298
27,use-after-free vulnerability in browser rendering engine,Cosine,22,CVE-2023-28444,angular-server-side-configuration information disclosure vulnerability in monorepo with node.js backend,0.847105
27,use-after-free vulnerability in browser rendering engine,Cosine,23,CVE-2026-33672,Picomatch: Method Injection in POSIX Character Classes causes incorrect Glob Matching,0.846842
27,use-after-free vulnerability in browser rendering engine,Cosine,24,CVE-2019-10695,(no title),0.846559
27,use-after-free vulnerability in browser rendering engine,Cosine,25,CVE-2026-28400,Docker Model Runner Unauthenticated Runtime Flag Injection via _configure Endpoint,0.846375
27,use-after-free vulnerability in browser rendering engine,hybrid,1,CVE-2026-24047,@backstage/cli-common has a possible `resolveSafeChildPath` Symlink Chain Bypass,0.904275
27,use-after-free vulnerability in browser rendering engine,hybrid,2,CVE-2026-24046,Backstage has a Possible Symlink Path Traversal in Scaffolder Actions,0.899324
27,use-after-free vulnerability in browser rendering engine,hybrid,3,CVE-2026-25152,@backstage/plugin-techdocs-node vulnerable to possible Path Traversal in TechDocs Local Generator,0.897676
27,use-after-free vulnerability in browser rendering engine,hybrid,4,CVE-2025-27092,Path Traversal Vulnerability in GHOSTS Photo Retrieval Endpoint,0.897509
27,use-after-free vulnerability in browser rendering engine,hybrid,5,CVE-2023-38490,Kirby XML External Entity (XXE) vulnerability in the XML data handler,0.896911
27,use-after-free vulnerability in browser rendering engine,hybrid,6,CVE-2026-33726,Cilium L7 proxy may bypass Kubernetes NetworkPolicy for same-node traffic,0.895543
27,use-after-free vulnerability in browser rendering engine,hybrid,7,CVE-2016-4948,(no title),0.894460
27,use-after-free vulnerability in browser rendering engine,hybrid,8,CVE-2026-25125,October CMS: Environment Variable Exfiltration via INI Parser Interpolation,0.894226
27,use-after-free vulnerability in browser rendering engine,hybrid,9,CVE-2025-63690,(no title),0.893210
27,use-after-free vulnerability in browser rendering engine,hybrid,10,CVE-2026-41246,Contour: Lua code injection via Cookie Path Rewrite Policy,0.892836
27,use-after-free vulnerability in browser rendering engine,hybrid,11,CVE-2025-54306,(no title),0.892488
27,use-after-free vulnerability in browser rendering engine,hybrid,12,CVE-2009-3487,(no title),0.892404
27,use-after-free vulnerability in browser rendering engine,hybrid,13,CVE-2025-8516,Kingdee Cloud-Starry-Sky Enterprise Edition IIS-K3CloudMiniApp FileUploadAction.class path traversal,0.891964
27,use-after-free vulnerability in browser rendering engine,hybrid,14,CVE-2025-69256,serverless MCP Server vulnerable to command injection in list-projects tool,0.891875
27,use-after-free vulnerability in browser rendering engine,hybrid,15,CVE-2024-55950,Tabby has a TCC Bypass via Unnecessary Permissive Entitlements in Tabby,0.891833
27,use-after-free vulnerability in browser rendering engine,hybrid,16,CVE-2025-24813,Apache Tomcat: Potential RCE and/or information disclosure and/or information corruption with partial PUT,0.891472
27,use-after-free vulnerability in browser rendering engine,hybrid,17,CVE-2026-33990,Docker Model Runner OCI Registry Client Vulnerable to Server-Side Request Forgery (SSRF),0.891286
27,use-after-free vulnerability in browser rendering engine,hybrid,18,CVE-2026-26189,Trivy Action has a script injection via sourced env file in composite action,0.890237
27,use-after-free vulnerability in browser rendering engine,hybrid,19,CVE-2025-62427,Server-Side Request Forgery (SSRF) in Angular SSR,0.890183
27,use-after-free vulnerability in browser rendering engine,hybrid,20,CVE-2026-32870,Kirby has XML injection in its XML creator toolkit,0.890050
27,use-after-free vulnerability in browser rendering engine,hybrid,21,CVE-2023-28444,angular-server-side-configuration information disclosure vulnerability in monorepo with node.js backend,0.889880
27,use-after-free vulnerability in browser rendering engine,hybrid,22,CVE-2026-33672,Picomatch: Method Injection in POSIX Character Classes causes incorrect Glob Matching,0.889690
27,use-after-free vulnerability in browser rendering engine,hybrid,23,CVE-2026-28400,Docker Model Runner Unauthenticated Runtime Flag Injection via _configure Endpoint,0.889375
27,use-after-free vulnerability in browser rendering engine,hybrid,24,CVE-2026-35209,defu: Prototype pollution via `__proto__` key in defaults argument,0.889230
27,use-after-free vulnerability in browser rendering engine,hybrid,25,CVE-2023-52137,GitHub Action tj-actions/verify-changed-files is vulnerable to command injection in output filenames,0.889114
27,use-after-free vulnerability in browser rendering engine,taumode,1,CVE-2026-24047,@backstage/cli-common has a possible `resolveSafeChildPath` Symlink Chain Bypass,0.944112
27,use-after-free vulnerability in browser rendering engine,taumode,2,CVE-2026-24046,Backstage has a Possible Symlink Path Traversal in Scaffolder Actions,0.941248
27,use-after-free vulnerability in browser rendering engine,taumode,3,CVE-2026-25152,@backstage/plugin-techdocs-node vulnerable to possible Path Traversal in TechDocs Local Generator,0.940308
27,use-after-free vulnerability in browser rendering engine,taumode,4,CVE-2025-27092,Path Traversal Vulnerability in GHOSTS Photo Retrieval Endpoint,0.940207
27,use-after-free vulnerability in browser rendering engine,taumode,5,CVE-2023-38490,Kirby XML External Entity (XXE) vulnerability in the XML data handler,0.939804
27,use-after-free vulnerability in browser rendering engine,taumode,6,CVE-2026-33726,Cilium L7 proxy may bypass Kubernetes NetworkPolicy for same-node traffic,0.939057
27,use-after-free vulnerability in browser rendering engine,taumode,7,CVE-2016-4948,(no title),0.938434
27,use-after-free vulnerability in browser rendering engine,taumode,8,CVE-2026-25125,October CMS: Environment Variable Exfiltration via INI Parser Interpolation,0.938298
27,use-after-free vulnerability in browser rendering engine,taumode,9,CVE-2025-63690,(no title),0.937702
27,use-after-free vulnerability in browser rendering engine,taumode,10,CVE-2026-41246,Contour: Lua code injection via Cookie Path Rewrite Policy,0.937476
27,use-after-free vulnerability in browser rendering engine,taumode,11,CVE-2025-54306,(no title),0.937230
27,use-after-free vulnerability in browser rendering engine,taumode,12,CVE-2009-3487,(no title),0.937163
27,use-after-free vulnerability in browser rendering engine,taumode,13,CVE-2025-8516,Kingdee Cloud-Starry-Sky Enterprise Edition IIS-K3CloudMiniApp FileUploadAction.class path traversal,0.936920
27,use-after-free vulnerability in browser rendering engine,taumode,14,CVE-2024-55950,Tabby has a TCC Bypass via Unnecessary Permissive Entitlements in Tabby,0.936901
27,use-after-free vulnerability in browser rendering engine,taumode,15,CVE-2025-69256,serverless MCP Server vulnerable to command injection in list-projects tool,0.936889
27,use-after-free vulnerability in browser rendering engine,taumode,16,CVE-2025-24813,Apache Tomcat: Potential RCE and/or information disclosure and/or information corruption with partial PUT,0.936663
27,use-after-free vulnerability in browser rendering engine,taumode,17,CVE-2026-33990,Docker Model Runner OCI Registry Client Vulnerable to Server-Side Request Forgery (SSRF),0.936555
27,use-after-free vulnerability in browser rendering engine,taumode,18,CVE-2025-62427,Server-Side Request Forgery (SSRF) in Angular SSR,0.935920
27,use-after-free vulnerability in browser rendering engine,taumode,19,CVE-2026-26189,Trivy Action has a script injection via sourced env file in composite action,0.935911
27,use-after-free vulnerability in browser rendering engine,taumode,20,CVE-2026-32870,Kirby has XML injection in its XML creator toolkit,0.935855
27,use-after-free vulnerability in browser rendering engine,taumode,21,CVE-2023-28444,angular-server-side-configuration information disclosure vulnerability in monorepo with node.js backend,0.935710
27,use-after-free vulnerability in browser rendering engine,taumode,22,CVE-2026-33672,Picomatch: Method Injection in POSIX Character Classes causes incorrect Glob Matching,0.935597
27,use-after-free vulnerability in browser rendering engine,taumode,23,CVE-2026-28400,Docker Model Runner Unauthenticated Runtime Flag Injection via _configure Endpoint,0.935447
27,use-after-free vulnerability in browser rendering engine,taumode,24,CVE-2026-35209,defu: Prototype pollution via `__proto__` key in defaults argument,0.935313
27,use-after-free vulnerability in browser rendering engine,taumode,25,CVE-2022-31692,(no title),0.935275
28,hardcoded credentials in firmware update mechanism,Cosine,1,CVE-2020-2021,PAN-OS: Authentication Bypass in SAML Authentication,0.842057
28,hardcoded credentials in firmware update mechanism,Cosine,2,CVE-2015-6420,(no title),0.841758
28,hardcoded credentials in firmware update mechanism,Cosine,3,CVE-2024-21796,(no title),0.836968
28,hardcoded credentials in firmware update mechanism,Cosine,4,CVE-2019-0804,(no title),0.835718
28,hardcoded credentials in firmware update mechanism,Cosine,5,CVE-2026-25963,Fleet: Authorization Bypass in certificate template batch deletion for team administrators,0.835202
28,hardcoded credentials in firmware update mechanism,Cosine,6,CVE-2018-1256,(no title),0.835021
28,hardcoded credentials in firmware update mechanism,Cosine,7,CVE-2018-0238,(no title),0.834696
28,hardcoded credentials in firmware update mechanism,Cosine,8,CVE-2008-6706,(no title),0.833542
28,hardcoded credentials in firmware update mechanism,Cosine,9,CVE-2015-7494,(no title),0.832122
28,hardcoded credentials in firmware update mechanism,Cosine,10,CVE-2025-20286,ISE on AWS Static Credential,0.832020
28,hardcoded credentials in firmware update mechanism,Cosine,11,CVE-2022-23670,(no title),0.830778
28,hardcoded credentials in firmware update mechanism,Cosine,12,CVE-2024-45164,(no title),0.830033
28,hardcoded credentials in firmware update mechanism,Cosine,13,CVE-2020-26814,(no title),0.829579
28,hardcoded credentials in firmware update mechanism,Cosine,14,CVE-2022-23671,(no title),0.828902
28,hardcoded credentials in firmware update mechanism,Cosine,15,CVE-2021-22048,(no title),0.828738
28,hardcoded credentials in firmware update mechanism,Cosine,16,CVE-2021-30648,(no title),0.828262
28,hardcoded credentials in firmware update mechanism,Cosine,17,CVE-2022-23675,(no title),0.827572
28,hardcoded credentials in firmware update mechanism,Cosine,18,CVE-2026-5756,Unauthenticated Configuration File Modification Vulnerability in DRC Central Office Services (COS),0.827372
28,hardcoded credentials in firmware update mechanism,Cosine,19,CVE-2022-23659,(no title),0.827181
28,hardcoded credentials in firmware update mechanism,Cosine,20,CVE-2026-29597,(no title),0.826395
28,hardcoded credentials in firmware update mechanism,Cosine,21,CVE-2020-7215,(no title),0.825805
28,hardcoded credentials in firmware update mechanism,Cosine,22,CVE-2024-2552,PAN-OS: Arbitrary File Delete Vulnerability in the Command Line Interface (CLI),0.825667
28,hardcoded credentials in firmware update mechanism,Cosine,23,CVE-2023-20889,(no title),0.825441
28,hardcoded credentials in firmware update mechanism,Cosine,24,CVE-2024-45037,AWS CDK RestApi not generating authorizationScope correctly in resultant CFN template,0.825315
28,hardcoded credentials in firmware update mechanism,Cosine,25,CVE-2022-23674,(no title),0.823997
28,hardcoded credentials in firmware update mechanism,hybrid,1,CVE-2020-2021,PAN-OS: Authentication Bypass in SAML Authentication,0.886146
28,hardcoded credentials in firmware update mechanism,hybrid,2,CVE-2015-6420,(no title),0.885976
28,hardcoded credentials in firmware update mechanism,hybrid,3,CVE-2024-21796,(no title),0.882520
28,hardcoded credentials in firmware update mechanism,hybrid,4,CVE-2019-0804,(no title),0.881662
28,hardcoded credentials in firmware update mechanism,hybrid,5,CVE-2026-25963,Fleet: Authorization Bypass in certificate template batch deletion for team administrators,0.881279
28,hardcoded credentials in firmware update mechanism,hybrid,6,CVE-2018-1256,(no title),0.881129
28,hardcoded credentials in firmware update mechanism,hybrid,7,CVE-2018-0238,(no title),0.880980
28,hardcoded credentials in firmware update mechanism,hybrid,8,CVE-2008-6706,(no title),0.880086
28,hardcoded credentials in firmware update mechanism,hybrid,9,CVE-2015-7494,(no title),0.879054
28,hardcoded credentials in firmware update mechanism,hybrid,10,CVE-2025-20286,ISE on AWS Static Credential,0.879046
28,hardcoded credentials in firmware update mechanism,hybrid,11,CVE-2022-23670,(no title),0.878077
28,hardcoded credentials in firmware update mechanism,hybrid,12,CVE-2024-45164,(no title),0.877525
28,hardcoded credentials in firmware update mechanism,hybrid,13,CVE-2020-26814,(no title),0.877187
28,hardcoded credentials in firmware update mechanism,hybrid,14,CVE-2022-23671,(no title),0.876729
28,hardcoded credentials in firmware update mechanism,hybrid,15,CVE-2021-22048,(no title),0.876688
28,hardcoded credentials in firmware update mechanism,hybrid,16,CVE-2021-30648,(no title),0.876294
28,hardcoded credentials in firmware update mechanism,hybrid,17,CVE-2022-23675,(no title),0.875772
28,hardcoded credentials in firmware update mechanism,hybrid,18,CVE-2022-23659,(no title),0.875518
28,hardcoded credentials in firmware update mechanism,hybrid,19,CVE-2026-29597,(no title),0.874933
28,hardcoded credentials in firmware update mechanism,hybrid,20,CVE-2020-7215,(no title),0.874577
28,hardcoded credentials in firmware update mechanism,hybrid,21,CVE-2023-20889,(no title),0.874289
28,hardcoded credentials in firmware update mechanism,hybrid,22,CVE-2024-2552,PAN-OS: Arbitrary File Delete Vulnerability in the Command Line Interface (CLI),0.874207
28,hardcoded credentials in firmware update mechanism,hybrid,23,CVE-2024-45037,AWS CDK RestApi not generating authorizationScope correctly in resultant CFN template,0.874206
28,hardcoded credentials in firmware update mechanism,hybrid,24,CVE-2026-5756,Unauthenticated Configuration File Modification Vulnerability in DRC Central Office Services (COS),0.873600
28,hardcoded credentials in firmware update mechanism,hybrid,25,CVE-2022-23674,(no title),0.873200
28,hardcoded credentials in firmware update mechanism,taumode,1,CVE-2020-2021,PAN-OS: Authentication Bypass in SAML Authentication,0.933385
28,hardcoded credentials in firmware update mechanism,taumode,2,CVE-2015-6420,(no title),0.933352
28,hardcoded credentials in firmware update mechanism,taumode,3,CVE-2024-21796,(no title),0.931326
28,hardcoded credentials in firmware update mechanism,taumode,4,CVE-2019-0804,(no title),0.930887
28,hardcoded credentials in firmware update mechanism,taumode,5,CVE-2026-25963,Fleet: Authorization Bypass in certificate template batch deletion for team administrators,0.930646
28,hardcoded credentials in firmware update mechanism,taumode,6,CVE-2018-0238,(no title),0.930570
28,hardcoded credentials in firmware update mechanism,taumode,7,CVE-2018-1256,(no title),0.930530
28,hardcoded credentials in firmware update mechanism,taumode,8,CVE-2008-6706,(no title),0.929954
28,hardcoded credentials in firmware update mechanism,taumode,9,CVE-2025-20286,ISE on AWS Static Credential,0.929430
28,hardcoded credentials in firmware update mechanism,taumode,10,CVE-2015-7494,(no title),0.929338
28,hardcoded credentials in firmware update mechanism,taumode,11,CVE-2022-23670,(no title),0.928754
28,hardcoded credentials in firmware update mechanism,taumode,12,CVE-2024-45164,(no title),0.928410
28,hardcoded credentials in firmware update mechanism,taumode,13,CVE-2020-26814,(no title),0.928197
28,hardcoded credentials in firmware update mechanism,taumode,14,CVE-2021-22048,(no title),0.928062
28,hardcoded credentials in firmware update mechanism,taumode,15,CVE-2022-23671,(no title),0.927973
28,hardcoded credentials in firmware update mechanism,taumode,16,CVE-2021-30648,(no title),0.927756
28,hardcoded credentials in firmware update mechanism,taumode,17,CVE-2022-23675,(no title),0.927414
28,hardcoded credentials in firmware update mechanism,taumode,18,CVE-2022-23659,(no title),0.927308
28,hardcoded credentials in firmware update mechanism,taumode,19,CVE-2026-29597,(no title),0.926938
28,hardcoded credentials in firmware update mechanism,taumode,20,CVE-2020-7215,(no title),0.926833
28,hardcoded credentials in firmware update mechanism,taumode,21,CVE-2023-20889,(no title),0.926626
28,hardcoded credentials in firmware update mechanism,taumode,22,CVE-2024-45037,AWS CDK RestApi not generating authorizationScope correctly in resultant CFN template,0.926590
28,hardcoded credentials in firmware update mechanism,taumode,23,CVE-2024-2552,PAN-OS: Arbitrary File Delete Vulnerability in the Command Line Interface (CLI),0.926214
28,hardcoded credentials in firmware update mechanism,taumode,24,CVE-2022-23674,(no title),0.925918
28,hardcoded credentials in firmware update mechanism,taumode,25,CVE-2022-43781,(no title),0.925780
29,authorization bypass in GraphQL mutation resolver,Cosine,1,CVE-2025-20286,ISE on AWS Static Credential,0.835500
29,authorization bypass in GraphQL mutation resolver,Cosine,2,CVE-2015-6420,(no title),0.825448
29,authorization bypass in GraphQL mutation resolver,Cosine,3,CVE-2018-0238,(no title),0.823058
29,authorization bypass in GraphQL mutation resolver,Cosine,4,CVE-2024-10125,Lack of JWT issuer and signer validation,0.820358
29,authorization bypass in GraphQL mutation resolver,Cosine,5,CVE-2008-3081,(no title),0.819729
29,authorization bypass in GraphQL mutation resolver,Cosine,6,CVE-2021-30648,(no title),0.819645
29,authorization bypass in GraphQL mutation resolver,Cosine,7,CVE-2008-6573,(no title),0.815832
29,authorization bypass in GraphQL mutation resolver,Cosine,8,CVE-2008-6706,(no title),0.815763
29,authorization bypass in GraphQL mutation resolver,Cosine,9,CVE-2020-21524,(no title),0.815651
29,authorization bypass in GraphQL mutation resolver,Cosine,10,CVE-2019-5537,(no title),0.814666
29,authorization bypass in GraphQL mutation resolver,Cosine,11,CVE-2017-6147,(no title),0.814123
29,authorization bypass in GraphQL mutation resolver,Cosine,12,CVE-2018-12182,(no title),0.814078
29,authorization bypass in GraphQL mutation resolver,Cosine,13,CVE-2019-14688,(no title),0.813972
29,authorization bypass in GraphQL mutation resolver,Cosine,14,CVE-2015-7494,(no title),0.812510
29,authorization bypass in GraphQL mutation resolver,Cosine,15,CVE-2019-7225,(no title),0.811876
29,authorization bypass in GraphQL mutation resolver,Cosine,16,CVE-2023-29927,(no title),0.811786
29,authorization bypass in GraphQL mutation resolver,Cosine,17,CVE-2019-5538,(no title),0.811464
29,authorization bypass in GraphQL mutation resolver,Cosine,18,CVE-2026-25963,Fleet: Authorization Bypass in certificate template batch deletion for team administrators,0.810514
29,authorization bypass in GraphQL mutation resolver,Cosine,19,CVE-2022-23083,(no title),0.809889
29,authorization bypass in GraphQL mutation resolver,Cosine,20,CVE-2023-20889,(no title),0.809267
29,authorization bypass in GraphQL mutation resolver,Cosine,21,CVE-2024-37293,aws-deployment-framework's potential risk can lead to privilege escalation,0.809118
29,authorization bypass in GraphQL mutation resolver,Cosine,22,CVE-2010-0184,(no title),0.808416
29,authorization bypass in GraphQL mutation resolver,Cosine,23,CVE-2023-20888,(no title),0.808033
29,authorization bypass in GraphQL mutation resolver,Cosine,24,CVE-2021-26988,(no title),0.807396
29,authorization bypass in GraphQL mutation resolver,Cosine,25,CVE-2022-29597,(no title),0.806621
29,authorization bypass in GraphQL mutation resolver,hybrid,1,CVE-2025-20286,ISE on AWS Static Credential,0.881495
29,authorization bypass in GraphQL mutation resolver,hybrid,2,CVE-2015-6420,(no title),0.874159
29,authorization bypass in GraphQL mutation resolver,hybrid,3,CVE-2018-0238,(no title),0.872529
29,authorization bypass in GraphQL mutation resolver,hybrid,4,CVE-2024-10125,Lack of JWT issuer and signer validation,0.870566
29,authorization bypass in GraphQL mutation resolver,hybrid,5,CVE-2008-3081,(no title),0.870135
29,authorization bypass in GraphQL mutation resolver,hybrid,6,CVE-2021-30648,(no title),0.870017
29,authorization bypass in GraphQL mutation resolver,hybrid,7,CVE-2008-6573,(no title),0.867235
29,authorization bypass in GraphQL mutation resolver,hybrid,8,CVE-2020-21524,(no title),0.867217
29,authorization bypass in GraphQL mutation resolver,hybrid,9,CVE-2008-6706,(no title),0.867212
29,authorization bypass in GraphQL mutation resolver,hybrid,10,CVE-2019-5537,(no title),0.866473
29,authorization bypass in GraphQL mutation resolver,hybrid,11,CVE-2017-6147,(no title),0.866162
29,authorization bypass in GraphQL mutation resolver,hybrid,12,CVE-2018-12182,(no title),0.865983
29,authorization bypass in GraphQL mutation resolver,hybrid,13,CVE-2019-14688,(no title),0.865893
29,authorization bypass in GraphQL mutation resolver,hybrid,14,CVE-2015-7494,(no title),0.864860
29,authorization bypass in GraphQL mutation resolver,hybrid,15,CVE-2019-7225,(no title),0.864409
29,authorization bypass in GraphQL mutation resolver,hybrid,16,CVE-2023-29927,(no title),0.864354
29,authorization bypass in GraphQL mutation resolver,hybrid,17,CVE-2019-5538,(no title),0.864172
29,authorization bypass in GraphQL mutation resolver,hybrid,18,CVE-2026-25963,Fleet: Authorization Bypass in certificate template batch deletion for team administrators,0.863430
29,authorization bypass in GraphQL mutation resolver,hybrid,19,CVE-2022-23083,(no title),0.863003
29,authorization bypass in GraphQL mutation resolver,hybrid,20,CVE-2023-20889,(no title),0.862627
29,authorization bypass in GraphQL mutation resolver,hybrid,21,CVE-2024-37293,aws-deployment-framework's potential risk can lead to privilege escalation,0.862495
29,authorization bypass in GraphQL mutation resolver,hybrid,22,CVE-2010-0184,(no title),0.861975
29,authorization bypass in GraphQL mutation resolver,hybrid,23,CVE-2023-20888,(no title),0.861693
29,authorization bypass in GraphQL mutation resolver,hybrid,24,CVE-2021-26988,(no title),0.861258
29,authorization bypass in GraphQL mutation resolver,hybrid,25,CVE-2022-29597,(no title),0.860663
29,authorization bypass in GraphQL mutation resolver,taumode,1,CVE-2025-20286,ISE on AWS Static Credential,0.930777
29,authorization bypass in GraphQL mutation resolver,taumode,2,CVE-2015-6420,(no title),0.926350
29,authorization bypass in GraphQL mutation resolver,taumode,3,CVE-2018-0238,(no title),0.925535
29,authorization bypass in GraphQL mutation resolver,taumode,4,CVE-2024-10125,Lack of JWT issuer and signer validation,0.924361
29,authorization bypass in GraphQL mutation resolver,taumode,5,CVE-2008-3081,(no title),0.924140
29,authorization bypass in GraphQL mutation resolver,taumode,6,CVE-2021-30648,(no title),0.923985
29,authorization bypass in GraphQL mutation resolver,taumode,7,CVE-2020-21524,(no title),0.922467
29,authorization bypass in GraphQL mutation resolver,taumode,8,CVE-2008-6706,(no title),0.922336
29,authorization bypass in GraphQL mutation resolver,taumode,9,CVE-2008-6573,(no title),0.922309
29,authorization bypass in GraphQL mutation resolver,taumode,10,CVE-2019-5537,(no title),0.921980
29,authorization bypass in GraphQL mutation resolver,taumode,11,CVE-2017-6147,(no title),0.921918
29,authorization bypass in GraphQL mutation resolver,taumode,12,CVE-2018-12182,(no title),0.921595
29,authorization bypass in GraphQL mutation resolver,taumode,13,CVE-2019-14688,(no title),0.921524
29,authorization bypass in GraphQL mutation resolver,taumode,14,CVE-2015-7494,(no title),0.920949
29,authorization bypass in GraphQL mutation resolver,taumode,15,CVE-2019-7225,(no title),0.920695
29,authorization bypass in GraphQL mutation resolver,taumode,16,CVE-2023-29927,(no title),0.920677
29,authorization bypass in GraphQL mutation resolver,taumode,17,CVE-2019-5538,(no title),0.920646
29,authorization bypass in GraphQL mutation resolver,taumode,18,CVE-2026-25963,Fleet: Authorization Bypass in certificate template batch deletion for team administrators,0.920125
29,authorization bypass in GraphQL mutation resolver,taumode,19,CVE-2022-23083,(no title),0.919912
29,authorization bypass in GraphQL mutation resolver,taumode,20,CVE-2023-20889,(no title),0.919799
29,authorization bypass in GraphQL mutation resolver,taumode,21,CVE-2024-37293,aws-deployment-framework's potential risk can lead to privilege escalation,0.919685
29,authorization bypass in GraphQL mutation resolver,taumode,22,CVE-2010-0184,(no title),0.919359
29,authorization bypass in GraphQL mutation resolver,taumode,23,CVE-2023-20888,(no title),0.919186
29,authorization bypass in GraphQL mutation resolver,taumode,24,CVE-2021-26988,(no title),0.918967
